document ID,InterventionID,Authors,document PY,document title,framing_unit ['Interaction social comparison and reward'],framing_unit CO2,5. framing_unit Color,5. framing_unit colors,framing_unit Energy efficiency (R value),framing_unit health,framing_unit kWh,5. framing_unit None,framing_unit other environmental framing,framing_unit Reward ($),framing_unit savings $,framing_unit therms (heat),intervention base_data_collection,intervention co2_savings_calculated,interventionDuration,interventionFollowup,intervention medium,Awareness Campaign,Bills,co-investments1,Commitment strategies,Competition,Critical Peak Pricing,Dynamic Pricing,Gamification,Goal setting,Historical,Home audits,Home Energy Report,In home display,Moral suasion,Peak Load Pricing,peer comparison,Real-time Pricing,Rewards,tips,ToU,intervention timing,interventionTreatmentPeriod,Baseline Consumption,Opt_in,Randomisation method,coefficient,coefficient_sd,coefficient_sd_type,control_mean,control_sample_size,control_sd,control_type,controls Electricity use,controls Energy prices,controls Environmental attitudes,controls HH controls (demographics),controls None - base model,controls Residence controls,controls Seasonal controls,controls Weather controls,dependent_variable,diff_mean,effect_direction,geographic_location,geographic_scope,page,pooled_sd,significance_test,statistical_technique,study_design,test_statistic,total_sample_size,treated_mean,treated_sd,treatment_sample_size,MonetaryIncentives,Information,Feedback,SocialComparison,Motivation,inter_med_mail,inter_med_webportal,inter_med_homevisit,inter_med_inhomedisplay,inter_med_meter,inter_med_poster,inter_time_ondemand,inter_time_daily,inter_time_week,inter_time_month,inter_time_h1,inter_time_h2,inter_time_higher,city,state,country,r_coefficient,smd1,smd2,smd,zi,var_smd,vi,PercentChange,All
881098,498,"KATZEV, RD; JOHNSON, TR",1983,A SOCIAL-PSYCHOLOGICAL ANALYSIS OF RESIDENTIAL ELECTRICITY CONSUMPTION - THE IMPACT OF MINIMAL JUSTIFICATION TECHNIQUES,0,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,18,12,['Home visit'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['One-time'],4,14198,0,no,NA,NA,-999,105,18,NA,actual control,0,0,0,0,1,0,0,0,Avg % change from base month,4,-1,"Portland, Oregon, U.S.A.",City,-999,NA,H-test,Difference of means,Control-treatment,7.5,66,101,NA,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,Portland, Oregon,United States,0.415227399,NA,0.912870929,0.912870929,0.441911224,0.122685185,0.123091491,4,1
3284576,437,"Puckett, H",2004,Ameren UE Residential TOU Pilot Study—First Look Results. Prepared by RLW Analytics,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,12,0,['None'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['None'],12,NA,0,Household level,NA,NA,-999,7729,277,NA,actual control,0,0,0,0,1,0,0,0,Household energy consumption during the experiment,145,-1,"St.Louis, Illinois, USA",County,7,NA,t-test,Difference of means,Control-treatment,0.58,418,7584,NA,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,St.Louis, Illinois,United States,0.029987574,NA,0.060002134,0.060002134,0.029996568,0.010706613,0.048911599,1.876051236,1
3284576,438,"Puckett, H",2004,Ameren UE Residential TOU Pilot Study—First Look Results. Prepared by RLW Analytics,0,0,NA,NA,0,0,1,NA,0,0,0,0,0,0,12,0,['In-home display'],0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,['On demand'],12,NA,0,Household level,NA,NA,-999,7205,211,NA,actual control,0,0,0,0,1,0,0,0,Household energy consumption during the experiment,242,-1,"St.Louis, Illinois, USA",County,7,NA,t-test,Difference of means,Control-treatment,0.98,315,6963,NA,104,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,St.Louis, Illinois,United States,0.058606574,NA,0.117414966,0.117414966,0.058673812,0.014376604,0.056343617,3.358778626,1
150432,130,"Kim, ST; Lim, BI; Park, WK; Kim, MK; Son, SY",2016,An analysis on the effectiveness of a smart grid test-bed project: The Korean case,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,NA,['In-home display'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['On demand'],NA,3396,0,No details,11.1,4.347,-999,NA,100,NA,actual control,0,0,0,0,1,0,0,0,Annual HH electricity consumption,NA,-1,"Jeju Island, South Korea",Island,875,NA,t-test,OLS regression,Difference in Difference,2.553,500,NA,NA,400,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,Jeju Island,South Korea,0.113436666,NA,NA,NA,0.113927021,NA,0.04472136,3.922261484,1
675024,167,"Nguyen, TTK; Shimada, K; Ochi, Y; Matsumoto, T; Matsugi, H; Awata, T",2016,An Experimental Study of the Impact of Dynamic Electricity Pricing on Consumer Behavior: An Analysis for a Remote Island in Japan,0,0,NA,NA,0,0,1,NA,0,0,0,0,2,0,4,0,['In-home display'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,On demand,2,5037,0,Household level,0.138,0.077,robust,NA,25,NA,actual control,0,0,0,1,0,1,0,1,Log hourly electricity consumption,NA,-1,"Nushima Island, Japan",District,-999,NA,t-test,OLS regression,Difference in Difference,1.79,50,NA,NA,25,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,Nushima Island,Japan,0.245403346,NA,NA,NA,0.250515678,NA,0.141421356,13.8,1
3598151,515,"Casals, M; Gangolells, M; Macarulla, M; Forcada, N; Fuertes, A; Jones, RV",2020,Assessing the effectiveness of gamification in reducing domestic energy consumption: Lessons learned from the EnerGAware project,0,0,NA,NA,0,0,1,NA,0,0,1,0,61,0,109,0,['Web portal'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,['On demand'],48,3314,1,household level,NA,NA,-999,0.0168,44,0.2868,actual control,0,0,0,0,0,0,0,1,Percent change in electricity consumption,0.0314,-1,"Plymouth, Devon, England",City,10,0.224141964,t-test,Difference of means,Difference in Difference,NA,88,-0.0146,0.135,44,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Plymouth, Devon,United Kingdom,0.069873693,0.140089787,NA,0.140089787,0.069987743,0.045566052,0.106600358,3.14,1
3598151,516,"Casals, M; Gangolells, M; Macarulla, M; Forcada, N; Fuertes, A; Jones, RV",2020,Assessing the effectiveness of gamification in reducing domestic energy consumption: Lessons learned from the EnerGAware project,0,0,NA,NA,0,0,1,NA,0,0,1,0,61,0,109,0,['SMS'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,['On demand'],48,5147,1,household level,NA,NA,-999,0.0115,44,0.5953,actual control,0,0,0,0,0,0,0,1,percentage change in gas consumption,0.0388,-1,"Plymouth, Devon, England",City,10,0.455546803,t-test,Difference of means,Difference in Difference,NA,88,-0.0273,0.2463,44,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Plymouth, Devon,United Kingdom,0.04254762,0.085172368,NA,0.085172368,0.042573322,0.045495763,0.106600358,3.88,1
3598151,517,"Casals, M; Gangolells, M; Macarulla, M; Forcada, N; Fuertes, A; Jones, RV",2020,Assessing the effectiveness of gamification in reducing domestic energy consumption: Lessons learned from the EnerGAware project,0,0,NA,NA,0,0,1,NA,0,0,1,0,61,0,109,0,['Web portal'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,['On demand'],48,5147,1,household level,NA,NA,-999,0.0115,44,0.5953,actual control,0,0,0,0,0,0,0,1,percentage change in gas consumption,0.0863,-1,"Plymouth, Devon, England",City,10,0.432505688,t-test,Difference of means,Difference in Difference,NA,88,-0.0748,0.1405,44,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Plymouth, Devon,United Kingdom,0.09927463,0.199534948,NA,0.199534948,0.099602704,0.045680762,0.106600358,8.63,1
3598151,518,"Casals, M; Gangolells, M; Macarulla, M; Forcada, N; Fuertes, A; Jones, RV",2020,Assessing the effectiveness of gamification in reducing domestic energy consumption: Lessons learned from the EnerGAware project,0,0,NA,NA,0,0,1,NA,0,0,1,0,61,0,109,0,['Web portal'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,['On demand'],48,3314,1,household level,NA,NA,-999,0.0168,44,0.2868,actual control,0,0,0,0,0,0,0,1,Percent change in electricity consumption,0.0514,-1,"Plymouth, Devon, England",City,10,0.252711807,t-test,Difference of means,Difference in Difference,NA,88,-0.0346,0.1317,18,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,Plymouth, Devon,United Kingdom,0.101175028,0.203393742,NA,0.203393742,0.101522386,0.078616449,0.106600358,5.14,1
2515707,535,"Belenguer, E; Garcia, N; Sabater-Grande, G",2019,Assessment of energy efficiency improvement methods in the residential sector through the development of economic experiments,0,0,NA,NA,0,0,1,NA,0,0,1,0,4,0,16,0,"['Meter', 'Web portal']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['On demand'],12,3498,1,household level,NA,NA,-999,-9.29,46,NA,actual control,0,0,0,0,1,0,0,0,Avg % change from base month,1.12,-1,"Castellón de la Plana, Castellón, Spain",City,11,NA,z-test,Difference of means,Difference in Difference,0.5946421,71,-8.17,NA,22,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Castellón de la Plana, Castellón,Spain,0.076842916,NA,0.154141597,0.154141597,0.076994703,0.067368379,0.118678166,1.12,1
2515707,538,"Belenguer, E; Garcia, N; Sabater-Grande, G",2019,Assessment of energy efficiency improvement methods in the residential sector through the development of economic experiments,0,0,NA,NA,0,0,1,NA,0,0,1,0,52,0,64,0,['SMS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['weekly'],12,2229,1,household level,NA,NA,-999,6.57,25,NA,actual control,0,0,0,0,1,0,0,0,Avg % change from base month,13.6,-1,"Castellón de la Plana, Castellón, Spain",City,12,NA,z-test,Difference of means,Difference in Difference,2.295888,70,-7.03,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Castellón de la Plana, Castellón,Spain,0.308817311,NA,0.649375189,0.649375189,0.31923751,0.084216881,0.119522861,13.6,1
2515707,539,"Belenguer, E; Garcia, N; Sabater-Grande, G",2019,Assessment of energy efficiency improvement methods in the residential sector through the development of economic experiments,0,0,NA,NA,0,0,1,NA,0,0,1,0,52,0,64,0,['SMS'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,['weekly'],12,2229,1,household level,NA,NA,-999,5.62,20,NA,actual control,0,0,0,0,1,0,0,0,Avg % change from base month,12.65,-1,"Castellón de la Plana, Castellón, Spain",City,12,NA,z-test,Difference of means,Difference in Difference,2.457537,70,-7.03,NA,25,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Castellón de la Plana, Castellón,Spain,0.345878428,NA,0.7372611,0.7372611,0.36075448,0.096039488,0.119522861,12.65,1
2515707,540,"Belenguer, E; Garcia, N; Sabater-Grande, G",2019,Assessment of energy efficiency improvement methods in the residential sector through the development of economic experiments,0,0,NA,NA,0,0,0,NA,0,0,1,0,52,0,64,0,['SMS'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,['weekly'],12,2229,1,household level,NA,NA,-999,5.62,20,NA,actual control,0,0,0,0,1,0,0,0,Avg % change from base month,-0.95,-1,"Castellón de la Plana, Castellón, Spain",City,12,NA,z-test,Difference of means,Difference in Difference,0.406,70,6.57,NA,25,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Castellón de la Plana, Castellón,Spain,0.06078738,NA,0.1218,0.1218,0.060862418,0.090164836,0.119522861,-0.95,1
881119,490,"SELIGMAN, C; DARLEY, JM; BECKER, LJ",1978,BEHAVIORAL APPROACHES TO RESIDENTIAL ENERGY-CONSERVATION,0,0,NA,NA,0,0,1,NA,0,0,0,0,4,0,8,0,['Home visit'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[""['daily']""]",4,25093,0,Household level,NA,NA,-999,54.25,14,5.12,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),5.69,-1,"Twin Rivers, New Jersey, USA",Suburb,-999,6.73,F-test,ANOVA,Control-treatment,4.81,29,48.56,7.94,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Twin Rivers, New Jersey,United States,0.389372089,0.845468053,0.815008034,0.845468053,0.4110597,0.150419656,0.185695338,10.48847926,1
881119,491,"SELIGMAN, C; DARLEY, JM; BECKER, LJ",1978,BEHAVIORAL APPROACHES TO RESIDENTIAL ENERGY-CONSERVATION,0,0,NA,NA,0,0,1,NA,0,0,0,0,4,0,8,0,['Home visit'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['3 day'],4,19012,0,Household level,NA,NA,-999,39.95,20,4.33,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),0.08,-1,"Twin Rivers, New Jersey, USA",Suburb,333,8.26,F-test,ANOVA,Control-treatment,NA,100,39.87,10.86,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Twin Rivers, New Jersey,United States,0.004842558,0.00968523,NA,0.00968523,0.004842596,0.100001173,0.1,0.200250313,1
881119,492,"SELIGMAN, C; DARLEY, JM; BECKER, LJ",1978,BEHAVIORAL APPROACHES TO RESIDENTIAL ENERGY-CONSERVATION,0,0,NA,NA,0,0,1,NA,0,0,0,0,4,0,8,0,['Home visit'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['3 day'],4,19012,0,Household level,NA,NA,-999,39.95,20,4.33,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),5.17,-1,"Twin Rivers, New Jersey, USA",Suburb,333,6.625,F-test,ANOVA,Control-treatment,9.22,100,34.7,8.31,20,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Twin Rivers, New Jersey,United States,0.363497839,0.780377358,0.960208311,0.780377358,0.380910402,0.10761236,0.1,13.14142678,1
881119,493,"SELIGMAN, C; DARLEY, JM; BECKER, LJ",1978,BEHAVIORAL APPROACHES TO RESIDENTIAL ENERGY-CONSERVATION,0,0,NA,NA,0,0,1,NA,0,0,0,0,0,0,4,0,['Home visit'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['3 day'],4,7292,0,Household level,NA,NA,-999,22.76,10,6.02,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),4.46,-1,"Twin Rivers, New Jersey, USA",Suburb,334,4.743,F-test,Difference of means,Control-treatment,NA,40,18.3,2.96,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Twin Rivers, New Jersey,United States,0.425484596,0.940333122,NA,0.940333122,0.454370096,0.22210566,0.158113883,19.59578207,1
881119,494,"SELIGMAN, C; DARLEY, JM; BECKER, LJ",1978,BEHAVIORAL APPROACHES TO RESIDENTIAL ENERGY-CONSERVATION,0,0,NA,NA,0,0,1,NA,0,0,0,0,0,0,4,0,['Home visit'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['3 day'],4,7292,0,Household level,NA,NA,-999,22.76,10,6.02,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),2.15,-1,"Twin Rivers, New Jersey, USA",Suburb,334,5.857,F-test,Difference of means,Control-treatment,NA,40,20.61,5.69,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Twin Rivers, New Jersey,United States,0.180525537,0.367082124,NA,0.367082124,0.182525876,0.203368732,0.158113883,9.446397188,1
881119,495,"SELIGMAN, C; DARLEY, JM; BECKER, LJ",1978,BEHAVIORAL APPROACHES TO RESIDENTIAL ENERGY-CONSERVATION,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,4,0,['None'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['None'],4,7292,0,Household level,NA,NA,-999,22.76,10,6.02,actual control,0,0,0,0,1,0,0,0,Avg daily electricity consumption (kWh),4.52,-1,"Twin Rivers, New Jersey, USA",Suburb,334,5.315,F-test,Difference of means,Control-treatment,NA,40,18.24,4.5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Twin Rivers, New Jersey,United States,0.39130562,0.85042333,NA,0.85042333,0.413340789,0.218080496,0.158113883,19.85940246,1
3284582,439,"Arvola,",1993,"Billing feedback as a means to encourage household
electricity conservation: A field experiment in Helsinki.",0,0,NA,NA,0,0,1,NA,0,0,0,0,52,0,104,0,['Mail'],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['monthly'],52,16790,1,Household level,NA,NA,-999,-999,171,NA,actual control,0,0,0,0,1,0,0,0,Percent change in electricity consumption,3,-1,"Helsinki, Finland",City,6,NA,F-test,Difference of means,Difference in Difference,5.86,696,NA,NA,180,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,Helsinki,Finland,0.128185924,NA,0.258504471,0.258504471,0.12889503,0.0114987,0.037904902,3,1
3284582,440,"Arvola,",1993,"Billing feedback as a means to encourage household
electricity conservation: A field experiment in Helsinki.",0,0,NA,NA,0,0,1,NA,0,0,0,0,52,0,104,0,['Mail'],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['monthly'],52,16790,1,Household level,NA,NA,-999,-999,171,NA,actual control,0,0,0,0,1,0,0,0,Percent change in electricity consumption,4.7,-1,"Helsinki, Finland",City,6,NA,F-test,Difference of means,Difference in Difference,5.86,696,NA,NA,173,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,Helsinki,Finland,0.12942223,NA,0.261039917,0.261039917,0.130152193,0.011727343,0.037904902,4.7,1
3977392,594,"Meub, L.; Runst, P.; von der Leyen, K.",2019,Can APPealing and More Informative Bills ‘Nudge’ Individuals Into Conserving Electricity?,0,0,NA,NA,0,0,1,NA,0,0,1,0,4,0,28,0,['Web portal'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['monthly'],24,2116,1,household level,17.42,0.641,robust standard erros,NA,138,NA,actual control,0,0,0,1,0,1,0,0,Change in biannual kWh consumption,NA,1,",Niedersachsen,Germany",state,7,NA,t-test,OLS regression,Difference in Difference,-0.361,371,NA,NA,115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,",Niedersachsen",Germany,-0.018738895,NA,NA,NA,-0.018741089,NA,0.051917413,NA,1
